,blkio_stats__io_merged_recursive,blkio_stats__io_queue_recursive,blkio_stats__io_service_bytes_recursive,blkio_stats__io_service_time_recursive,blkio_stats__io_serviced_recursive,blkio_stats__io_time_recursive,blkio_stats__io_wait_time_recursive,blkio_stats__sectors_recursive,cname,cpu_stats__cpu_usage__percpu_usage,cpu_stats__cpu_usage__total_usage,cpu_stats__cpu_usage__usage_in_kernelmode,cpu_stats__cpu_usage__usage_in_usermode,cpu_stats__online_cpus,cpu_stats__system_cpu_usage,cpu_stats__throttling_data__periods,cpu_stats__throttling_data__throttled_periods,cpu_stats__throttling_data__throttled_time,id,memory_stats__limit,memory_stats__max_usage,memory_stats__stats__active_anon,memory_stats__stats__active_file,memory_stats__stats__cache,memory_stats__stats__dirty,memory_stats__stats__hierarchical_memory_limit,memory_stats__stats__hierarchical_memsw_limit,memory_stats__stats__inactive_anon,memory_stats__stats__inactive_file,memory_stats__stats__mapped_file,memory_stats__stats__pgfault,memory_stats__stats__pgmajfault,memory_stats__stats__pgpgin,memory_stats__stats__pgpgout,memory_stats__stats__rss,memory_stats__stats__rss_huge,memory_stats__stats__total_active_anon,memory_stats__stats__total_active_file,memory_stats__stats__total_cache,memory_stats__stats__total_dirty,memory_stats__stats__total_inactive_anon,memory_stats__stats__total_inactive_file,memory_stats__stats__total_mapped_file,memory_stats__stats__total_pgfault,memory_stats__stats__total_pgmajfault,memory_stats__stats__total_pgpgin,memory_stats__stats__total_pgpgout,memory_stats__stats__total_rss,memory_stats__stats__total_rss_huge,memory_stats__stats__total_unevictable,memory_stats__stats__total_writeback,memory_stats__stats__unevictable,memory_stats__stats__writeback,memory_stats__usage,name,networks__eth0__rx_bytes,networks__eth0__rx_dropped,networks__eth0__rx_errors,networks__eth0__rx_packets,networks__eth0__tx_bytes,networks__eth0__tx_dropped,networks__eth0__tx_errors,networks__eth0__tx_packets,num_procs,pids_stats__current,precpu_stats__cpu_usage__percpu_usage,precpu_stats__cpu_usage__total_usage,precpu_stats__cpu_usage__usage_in_kernelmode,precpu_stats__cpu_usage__usage_in_usermode,precpu_stats__online_cpus,precpu_stats__system_cpu_usage,precpu_stats__throttling_data__periods,precpu_stats__throttling_data__throttled_periods,precpu_stats__throttling_data__throttled_time,preread,read,timestamp
140,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[60675599, 72971151, 0, 50603, 0, 0, 0, 0, 0, 430599, 60305, 26200, 0, 0, 0, 0]",134214457,50000000,60000000,16,30420004790000000,3,0,0,7c36edba2c08ca686fad228aaaceb749fd993fdbecc36ae792583b0be0ee2458,2147483648,5132288,950272,0,4096,4096,2147483648,0,0,4096,0,5491,0,2623,2390,950272,0,950272,0,4096,4096,0,4096,0,5491,0,2623,2390,950272,0,0,0,0,0,2826240,mn.vnf0.vdu01,606,0,0,7,0,0,0,0,0,2,"[60675599, 72971151, 0, 50603, 0, 0, 0, 0, 0, 430599, 60305, 26200, 0, 0, 0, 0]",134214457,50000000,60000000,16,30419988770000000,3,0,0,2019-02-19T15:38:55.068535591Z,2019-02-19T15:38:56.070381285Z,0.0
141,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[60675599, 72971151, 0, 50603, 0, 0, 0, 0, 0, 430599, 60305, 26200, 0, 0, 0, 0]",134214457,50000000,60000000,16,30420132890000000,3,0,0,7c36edba2c08ca686fad228aaaceb749fd993fdbecc36ae792583b0be0ee2458,2147483648,5132288,950272,0,4096,4096,2147483648,0,0,4096,0,5491,0,2623,2390,950272,0,950272,0,4096,4096,0,4096,0,5491,0,2623,2390,950272,0,0,0,0,0,2826240,mn.vnf0.vdu01,676,0,0,8,0,0,0,0,0,2,"[60675599, 72971151, 0, 50603, 0, 0, 0, 0, 0, 430599, 60305, 26200, 0, 0, 0, 0]",134214457,50000000,60000000,16,30420116870000000,3,0,0,2019-02-19T15:39:03.078970781Z,2019-02-19T15:39:04.0806849Z,7.0818212032318115
142,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[60675599, 72971151, 0, 50603, 0, 0, 0, 0, 0, 430599, 60305, 26200, 0, 0, 0, 0]",134214457,50000000,60000000,16,30420261080000000,3,0,0,7c36edba2c08ca686fad228aaaceb749fd993fdbecc36ae792583b0be0ee2458,2147483648,5132288,950272,0,4096,4096,2147483648,0,0,4096,0,5491,0,2623,2390,950272,0,950272,0,4096,4096,0,4096,0,5491,0,2623,2390,950272,0,0,0,0,0,2826240,mn.vnf0.vdu01,746,0,0,9,0,0,0,0,0,2,"[60675599, 72971151, 0, 50603, 0, 0, 0, 0, 0, 430599, 60305, 26200, 0, 0, 0, 0]",134214457,50000000,60000000,16,30420245040000000,3,0,0,2019-02-19T15:39:11.090240517Z,2019-02-19T15:39:12.092074494Z,15.092706680297852
143,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[60675599, 72971151, 0, 50603, 0, 0, 0, 0, 0, 430599, 60305, 26200, 0, 0, 0, 0]",134214457,50000000,60000000,16,30420389230000000,3,0,0,7c36edba2c08ca686fad228aaaceb749fd993fdbecc36ae792583b0be0ee2458,2147483648,5132288,950272,0,4096,0,2147483648,0,0,4096,0,5491,0,2623,2390,950272,0,950272,0,4096,0,0,4096,0,5491,0,2623,2390,950272,0,0,0,0,0,2826240,mn.vnf0.vdu01,746,0,0,9,0,0,0,0,0,2,"[60675599, 72971151, 0, 50603, 0, 0, 0, 0, 0, 430599, 60305, 26200, 0, 0, 0, 0]",134214457,50000000,60000000,16,30420373190000000,3,0,0,2019-02-19T15:39:19.102321585Z,2019-02-19T15:39:20.104274031Z,23.1058349609375
144,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 1925938, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 1925938, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 1925938, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 19, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 19, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 1934556, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 89371917, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 89371917, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 89371917, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 152, 'op': ''}]",mn.vnf0.vdu01,"[160067688, 205266788, 0, 346748, 0, 0, 0, 0, 0, 430599, 60305, 32503, 0, 0, 0, 0]",366204631,120000000,220000000,16,30420517370000000,6,1,1521345725,7c36edba2c08ca686fad228aaaceb749fd993fdbecc36ae792583b0be0ee2458,2147483648,43544576,950272,0,28672,24576,2147483648,0,0,28672,0,38698,0,26996,26757,950272,0,950272,0,28672,24576,0,28672,0,38698,0,26996,26757,950272,0,0,0,0,0,3411968,mn.vnf0.vdu01,816,0,0,10,0,0,0,0,0,2,"[69139889, 107488676, 0, 346748, 0, 0, 0, 0, 0, 430599, 60305, 32503, 0, 0, 0, 0]",177498720,60000000,90000000,16,30420501350000000,5,1,1521345725,2019-02-19T15:39:27.115040645Z,2019-02-19T15:39:28.1172127Z,31.117310285568237
145,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[67201499, 60417681, 0, 0, 0, 0, 0, 0, 0, 5524, 0, 0, 5748, 2563611, 842434, 0]",131036497,40000000,60000000,16,30420788600000000,4,0,0,8b243476c86bd48d37d45a5fbc1a7382690fc23d27bc2fbfa72570c818723850,2147483648,5103616,950272,0,4096,4096,2147483648,0,0,4096,0,5419,0,2587,2354,950272,0,950272,0,4096,4096,0,4096,0,5419,0,2587,2354,950272,0,0,0,0,0,2842624,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,2,"[67201499, 60417681, 0, 0, 0, 0, 0, 0, 0, 5524, 0, 0, 5748, 2563611, 842434, 0]",131036497,40000000,60000000,16,30420772590000000,4,0,0,2019-02-19T15:39:44.130409818Z,2019-02-19T15:39:45.132237153Z,0.0
146,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[67201499, 60417681, 0, 0, 0, 0, 0, 0, 0, 5524, 0, 0, 5748, 2563611, 842434, 0]",131036497,40000000,60000000,16,30420916710000000,4,0,0,8b243476c86bd48d37d45a5fbc1a7382690fc23d27bc2fbfa72570c818723850,2147483648,5103616,950272,0,4096,0,2147483648,0,0,4096,0,5419,0,2587,2354,950272,0,950272,0,4096,0,0,4096,0,5419,0,2587,2354,950272,0,0,0,0,0,2842624,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,2,"[67201499, 60417681, 0, 0, 0, 0, 0, 0, 0, 5524, 0, 0, 5748, 2563611, 842434, 0]",131036497,40000000,60000000,16,30420900690000000,4,0,0,2019-02-19T15:39:52.140678265Z,2019-02-19T15:39:53.142331163Z,7.38956618309021
147,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[67201499, 60417681, 0, 0, 0, 0, 0, 0, 0, 5524, 0, 0, 5748, 2563611, 842434, 0]",131036497,40000000,60000000,16,30421044890000000,4,0,0,8b243476c86bd48d37d45a5fbc1a7382690fc23d27bc2fbfa72570c818723850,2147483648,5103616,950272,0,4096,0,2147483648,0,0,4096,0,5419,0,2587,2354,950272,0,950272,0,4096,0,0,4096,0,5419,0,2587,2354,950272,0,0,0,0,0,2842624,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,2,"[67201499, 60417681, 0, 0, 0, 0, 0, 0, 0, 5524, 0, 0, 5748, 2563611, 842434, 0]",131036497,40000000,60000000,16,30421028860000000,4,0,0,2019-02-19T15:40:00.151369779Z,2019-02-19T15:40:01.152991522Z,15.39684247970581
148,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[67201499, 60417681, 0, 0, 0, 0, 0, 0, 0, 5524, 0, 0, 5748, 2563611, 842434, 0]",131036497,40000000,60000000,16,30421173060000000,4,0,0,8b243476c86bd48d37d45a5fbc1a7382690fc23d27bc2fbfa72570c818723850,2147483648,5103616,950272,0,4096,0,2147483648,0,0,4096,0,5419,0,2587,2354,950272,0,950272,0,4096,0,0,4096,0,5419,0,2587,2354,950272,0,0,0,0,0,2842624,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,2,"[67201499, 60417681, 0, 0, 0, 0, 0, 0, 0, 5524, 0, 0, 5748, 2563611, 842434, 0]",131036497,40000000,60000000,16,30421157050000000,4,0,0,2019-02-19T15:40:08.163265325Z,2019-02-19T15:40:09.164812401Z,23.410878896713257
149,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 3199668, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 3199668, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 3199668, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 19, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 19, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 1539074, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 90458044, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 90458044, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 90458044, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 152, 'op': ''}]",mn.vnf0.vdu01,"[116745287, 221507502, 0, 0, 0, 0, 0, 0, 0, 5524, 506891, 0, 10871, 2563611, 842434, 0]",342182120,120000000,190000000,16,30421301310000000,8,0,0,8b243476c86bd48d37d45a5fbc1a7382690fc23d27bc2fbfa72570c818723850,2147483648,43520000,950272,0,28672,24576,2147483648,0,0,28672,0,38676,0,26985,26746,950272,0,950272,0,28672,24576,0,28672,0,38676,0,26985,26746,950272,0,0,0,0,0,3371008,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[116745287, 221507502, 0, 0, 0, 0, 0, 0, 0, 5524, 506891, 0, 10871, 2563611, 842434, 0]",342182120,120000000,190000000,16,30421285300000000,7,0,0,2019-02-19T15:40:16.174403458Z,2019-02-19T15:40:17.17618584Z,31.420647144317627
150,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[98748519, 35088979, 0, 0, 95226, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",133951095,40000000,70000000,16,30421588480000000,4,0,0,ece3921390a19d65ebc2f90d4230bbd7f8010f04fc6b8e36c7b7d1e653187b22,4294967296,5283840,950272,0,4096,4096,4294967296,0,0,4096,0,5482,0,2612,2379,950272,0,950272,0,4096,4096,0,4096,0,5482,0,2612,2379,950272,0,0,0,0,0,2891776,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,2,"[98748519, 35088979, 0, 0, 95226, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",133951095,40000000,70000000,16,30421572460000000,4,0,0,2019-02-19T15:40:34.18795432Z,2019-02-19T15:40:35.189358748Z,0.0
151,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[98748519, 35088979, 0, 0, 95226, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",133951095,40000000,70000000,16,30421716620000000,4,0,0,ece3921390a19d65ebc2f90d4230bbd7f8010f04fc6b8e36c7b7d1e653187b22,4294967296,5283840,950272,0,4096,4096,4294967296,0,0,4096,0,5482,0,2612,2379,950272,0,950272,0,4096,4096,0,4096,0,5482,0,2612,2379,950272,0,0,0,0,0,2891776,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,2,"[98748519, 35088979, 0, 0, 95226, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",133951095,40000000,70000000,16,30421700610000000,4,0,0,2019-02-19T15:40:42.198186928Z,2019-02-19T15:40:43.199890191Z,7.72962498664856
152,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[98748519, 35088979, 0, 0, 95226, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",133951095,40000000,70000000,16,30421844710000000,4,0,0,ece3921390a19d65ebc2f90d4230bbd7f8010f04fc6b8e36c7b7d1e653187b22,4294967296,5283840,950272,0,4096,4096,4294967296,0,0,4096,0,5482,0,2612,2379,950272,0,950272,0,4096,4096,0,4096,0,5482,0,2612,2379,950272,0,0,0,0,0,2891776,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,2,"[98748519, 35088979, 0, 0, 95226, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",133951095,40000000,70000000,16,30421828660000000,4,0,0,2019-02-19T15:40:50.209165748Z,2019-02-19T15:40:51.211030199Z,15.749528884887695
153,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[98748519, 35088979, 0, 0, 95226, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",133951095,40000000,70000000,16,30421972830000000,4,0,0,ece3921390a19d65ebc2f90d4230bbd7f8010f04fc6b8e36c7b7d1e653187b22,4294967296,5283840,950272,0,4096,0,4294967296,0,0,4096,0,5482,0,2612,2379,950272,0,950272,0,4096,0,0,4096,0,5482,0,2612,2379,950272,0,0,0,0,0,2891776,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[98748519, 35088979, 0, 0, 95226, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",133951095,40000000,70000000,16,30421956810000000,4,0,0,2019-02-19T15:40:58.221459555Z,2019-02-19T15:40:59.22315614Z,23.752477169036865
154,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 77824, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 3027456, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 3027456, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 3027456, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 19, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 19, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 30, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 1855142, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 86400200, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 86400200, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 86400200, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 152, 'op': ''}]",mn.vnf0.vdu01,"[219512373, 149076153, 101759, 0, 110050, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",368818706,110000000,240000000,16,30422101010000000,7,1,1490283867,ece3921390a19d65ebc2f90d4230bbd7f8010f04fc6b8e36c7b7d1e653187b22,4294967296,43466752,950272,0,28672,24576,4294967296,0,0,28672,0,38708,0,27008,26769,950272,0,950272,0,28672,24576,0,28672,0,38708,0,27008,26769,950272,0,0,0,0,0,3514368,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[126563516, 52335791, 101759, 0, 110050, 0, 0, 0, 0, 0, 0, 13689, 0, 0, 4682, 0]",179129487,60000000,100000000,16,30422085010000000,6,1,1490283867,2019-02-19T15:41:06.233393886Z,2019-02-19T15:41:07.236413983Z,31.763541221618652
155,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[87477291, 58636257, 5815, 48527, 0, 281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363148]",146812982,50000000,80000000,16,30422372380000000,3,0,0,03471ab4da3cef65038b99fabe9fb0592a821430751ba805b11c9752b0b9713a,4294967296,5160960,954368,0,4096,4096,4294967296,0,0,4096,0,5229,0,2422,2188,954368,0,954368,0,4096,4096,0,4096,0,5229,0,2422,2188,954368,0,0,0,0,0,2772992,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,2,"[87477291, 58636257, 5815, 48527, 0, 281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363148]",146812982,50000000,80000000,16,30422356360000000,3,0,0,2019-02-19T15:41:23.248960782Z,2019-02-19T15:41:24.250808902Z,0.0
156,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[87477291, 58636257, 5815, 48527, 0, 281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363148]",146812982,50000000,80000000,16,30422500530000000,3,0,0,03471ab4da3cef65038b99fabe9fb0592a821430751ba805b11c9752b0b9713a,4294967296,5160960,954368,0,4096,4096,4294967296,0,0,4096,0,5229,0,2422,2188,954368,0,954368,0,4096,4096,0,4096,0,5229,0,2422,2188,954368,0,0,0,0,0,2772992,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,2,"[87477291, 58636257, 5815, 48527, 0, 281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363148]",146812982,50000000,80000000,16,30422484510000000,3,0,0,2019-02-19T15:41:31.259925188Z,2019-02-19T15:41:32.26177668Z,7.168242692947388
157,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[87477291, 58636257, 5815, 48527, 0, 281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363148]",146812982,50000000,80000000,16,30422628670000000,3,0,0,03471ab4da3cef65038b99fabe9fb0592a821430751ba805b11c9752b0b9713a,4294967296,5160960,954368,0,4096,0,4294967296,0,0,4096,0,5229,0,2422,2188,954368,0,954368,0,4096,0,0,4096,0,5229,0,2422,2188,954368,0,0,0,0,0,2772992,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,2,"[87477291, 58636257, 5815, 48527, 0, 281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363148]",146812982,50000000,80000000,16,30422612660000000,3,0,0,2019-02-19T15:41:39.270776233Z,2019-02-19T15:41:40.272576754Z,15.179377794265747
158,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[87477291, 58636257, 5815, 48527, 0, 281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363148]",146812982,50000000,80000000,16,30422756780000000,3,0,0,03471ab4da3cef65038b99fabe9fb0592a821430751ba805b11c9752b0b9713a,4294967296,5160960,954368,0,4096,0,4294967296,0,0,4096,0,5229,0,2422,2188,954368,0,954368,0,4096,0,0,4096,0,5229,0,2422,2188,954368,0,0,0,0,0,2772992,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,2,"[87477291, 58636257, 5815, 48527, 0, 281944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 363148]",146812982,50000000,80000000,16,30422740760000000,3,0,0,2019-02-19T15:41:47.280998574Z,2019-02-19T15:41:48.282509242Z,23.189643144607544
